fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.5,16.1,14.5,13.2,65.7,48.5,37.3,33.5,6.4,6.7,10.1,10.1,1015.6
3,10.8,15.4,14.8,13.3,70.5,47.6,35.9,33.7,5.6,5.8,9.7,9.7,1016.7
6,9.2,14.1,14.0,12.6,77.3,52.2,40.0,39.1,4.9,6.1,6.9,6.9,1017.3
9,8.1,12.6,13.9,12.6,83.4,59.0,39.3,34.5,4.0,5.8,6.5,6.5,1017.6
12,10.4,12.0,13.8,12.5,76.2,60.7,39.1,35.2,4.2,6.2,6.6,6.6,1019.5
15,19.2,16.8,14.2,12.5,47.5,49.7,40.2,40.0,3.6,4.1,6.9,6.9,1019.6
18,22.3,20.4,16.0,13.8,33.4,32.5,39.7,44.2,5.3,5.5,6.5,6.5,1016.9
21,20.9,20.8,16.8,14.6,37.9,31.9,37.0,41.1,4.7,5.9,7.6,7.6,1015.4
24,15.1,18.3,16.4,14.6,52.6,39.4,38.3,40.7,3.8,6.9,7.5,7.5,1016.3
27,12.5,15.2,16.1,14.5,62.8,50.5,41.2,42.9,4.0,6.7,6.9,6.9,1016.9
30,10.2,13.9,16.2,14.7,75.1,56.7,41.7,43.2,4.9,5.6,6.3,6.3,1016.1
33,8.7,13.4,16.1,14.8,83.7,60.6,40.7,38.3,5.8,5.8,9.0,9.0,1014.8
36,11.9,13.2,15.7,14.5,74.6,63.3,40.8,38.2,6.6,6.9,9.2,9.2,1015.8
39,21.0,19.0,15.8,14.6,46.7,48.2,42.4,40.3,3.2,3.8,7.0,7.0,1015.5
42,23.8,22.4,18.0,15.7,36.1,35.3,43.3,48.0,1.2,1.5,2.1,2.1,1012.9
