fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.1,9.2,6.0,4.4,39.6,32.1,36.6,41.0,6.0,8.0,6.7,6.7,1031.7,71,20
3,7.4,8.1,5.2,3.6,43.6,29.5,31.9,31.9,6.3,8.4,7.2,7.2,1032.3,71,23
6,5.9,7.5,4.7,3.3,52.5,27.8,25.7,24.7,2.8,4.6,4.6,4.6,1030.7,72,2
9,4.3,7.1,4.5,3.6,60.2,28.5,23.7,21.8,1.0,2.6,1.6,1.6,1028.6,72,5
12,6.9,6.7,4.5,4.1,52.0,32.7,24.7,19.6,2.4,3.6,3.3,3.3,1028.2,72,8
15,13.5,10.1,5.7,4.9,27.5,30.8,36.6,24.2,5.3,5.5,6.0,6.0,1026.4,72,11
18,16.9,14.1,9.7,7.6,23.0,24.8,30.7,32.1,4.7,4.8,5.4,5.4,1021.6,72,14
21,16.5,15.4,11.2,9.2,24.9,24.0,29.0,30.6,5.6,5.9,6.6,6.6,1018.8,72,17
24,11.6,13.3,11.3,10.1,40.6,32.4,28.0,24.8,8.6,9.2,11.2,11.2,1018.1,72,20
27,9.8,11.9,11.7,10.4,45.3,35.0,21.6,19.0,8.3,9.2,12.4,12.4,1017.3,72,23
30,8.6,10.7,11.6,10.7,48.3,39.2,21.8,15.7,8.8,8.9,13.5,13.5,1015.9,73,2
33,8.3,10.0,11.8,10.9,53.2,45.2,26.7,26.3,8.8,8.5,13.4,13.4,1014.3,73,5
36,11.1,10.5,11.9,11.4,50.9,47.9,32.5,28.2,8.9,9.2,11.4,11.4,1014.8,73,8
39,18.6,16.5,12.3,12.1,33.3,35.3,38.6,27.6,9.1,8.9,13.4,13.4,1013.9,73,11
42,22.1,20.5,15.9,13.7,26.5,26.7,33.1,36.0,9.7,9.3,11.5,11.5,1010.9,73,14
