fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.9,18.9,15.9,14.1,70.1,54.6,59.8,63.5,3.0,7.6,7.3,7.3,1021.1
3,14.4,16.6,15.7,14.2,79.4,65.5,62.5,63.3,2.5,7.5,7.7,7.7,1021.5
6,13.6,15.2,16.3,15.0,83.8,73.0,59.7,58.5,2.7,7.0,5.9,5.9,1020.7
9,13.5,14.0,16.7,15.7,87.7,83.6,57.4,54.8,2.3,6.0,4.8,4.8,1019.9
12,14.9,13.9,16.7,15.7,84.7,87.7,59.6,58.4,2.3,5.4,4.3,4.3,1021.3
15,19.5,17.2,16.3,15.3,68.7,75.5,64.4,63.0,1.1,1.6,3.5,3.5,1021.4
18,22.5,20.5,16.7,15.8,57.9,62.0,70.4,64.7,2.0,2.0,1.6,1.6,1018.7
21,19.8,20.9,17.2,16.1,70.8,61.3,70.3,66.9,1.7,2.7,2.0,2.0,1018.6
24,16.8,19.8,17.1,16.0,83.9,67.1,71.7,69.0,2.2,5.8,4.1,4.1,1019.5
27,15.6,18.3,17.1,16.0,90.9,76.4,72.5,70.8,3.4,6.1,4.9,4.9,1019.8
30,14.4,17.6,17.4,16.4,94.7,80.5,71.3,68.0,3.0,4.7,3.9,3.9,1019.2
33,13.4,17.5,17.8,16.8,96.6,80.5,67.4,63.3,1.9,2.5,1.6,1.6,1019.1
36,15.6,17.4,17.9,16.8,91.0,80.7,65.0,60.6,1.8,3.3,1.0,1.0,1020.5
39,22.7,20.3,17.6,16.6,64.4,70.8,67.4,62.9,1.7,2.6,2.7,2.7,1020.9
42,25.0,23.1,18.8,16.7,52.9,55.9,68.0,73.1,1.7,2.9,3.5,3.5,1018.1
