fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,9.9,9.0,5.8,5.8,88.9,89.6,99.6,99.7,5.4,7.4,13.3,13.3,1019.7
3,9.2,8.3,5.5,5.6,93.0,93.4,99.8,99.7,5.2,7.7,13.8,13.8,1018.6
6,8.6,7.7,5.3,4.9,92.7,94.4,96.7,97.0,6.3,6.9,9.6,9.6,1018.4
9,7.3,6.2,3.6,3.4,92.8,94.7,99.1,99.8,8.2,8.7,10.9,10.9,1019.7
12,4.9,3.3,1.4,1.9,86.5,91.4,93.0,98.7,8.3,9.2,12.3,12.3,1022.7
15,5.2,3.1,0.1,0.6,69.7,78.0,88.7,94.5,7.7,8.5,13.1,13.1,1024.9
18,6.4,4.2,0.1,-0.3,64.4,71.7,90.5,93.9,6.6,7.1,8.2,8.2,1023.7
21,6.1,4.5,0.5,-1.4,66.7,71.4,89.5,98.4,6.9,7.5,8.3,8.3,1025.1
24,5.1,3.4,-0.6,-1.9,71.7,76.4,94.3,98.4,6.6,7.3,8.4,8.4,1026.6
27,4.2,2.4,-1.5,-2.1,73.3,78.2,95.0,96.6,5.7,6.3,7.0,7.0,1027.5
30,3.1,1.2,-2.3,-2.8,73.3,79.5,94.0,97.1,6.7,7.7,8.3,8.3,1027.9
33,2.3,0.5,-2.4,-2.0,73.6,81.0,91.4,90.4,4.3,4.8,5.3,5.3,1027.3
36,1.8,-0.2,-3.1,-2.7,75.5,82.5,92.8,90.3,4.8,5.9,4.6,4.6,1029.6
39,5.1,1.8,-2.3,-3.1,60.1,70.3,89.8,90.4,2.4,2.5,2.5,2.5,1029.6
42,7.3,4.5,0.3,-1.5,53.5,60.9,77.8,83.4,1.9,2.1,2.2,2.2,1027.0
