fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.0,10.9,7.7,5.7,75.8,56.7,59.9,62.8,4.8,7.9,11.0,11.0,1022.8
3,6.2,9.8,7.1,5.2,81.2,54.6,43.4,42.4,5.2,7.9,9.5,9.5,1024.9
6,3.7,8.2,6.0,4.4,84.5,50.9,37.4,35.8,5.0,7.7,8.0,8.0,1024.9
9,2.5,6.8,4.8,3.2,84.0,53.6,34.5,33.9,4.3,6.2,8.4,8.4,1024.8
12,4.9,6.0,4.0,2.4,78.9,54.5,32.4,33.1,0.6,2.9,6.8,6.8,1026.9
15,11.1,8.1,4.0,2.1,42.5,43.3,47.7,45.0,0.5,1.1,2.3,2.3,1027.6
18,12.9,10.2,6.0,3.8,34.2,33.0,40.9,45.9,1.7,1.9,2.7,2.7,1025.3
21,11.9,10.6,6.6,4.4,39.4,33.0,40.5,45.5,2.7,2.3,3.0,3.0,1024.3
24,6.2,9.9,6.1,4.1,61.4,35.6,41.9,46.7,3.7,4.1,3.4,3.4,1025.3
27,4.3,9.0,5.6,3.6,69.0,37.2,43.8,48.3,3.6,5.3,2.5,2.5,1026.2
30,3.3,8.0,5.1,3.3,74.2,37.8,44.3,49.5,2.3,6.2,2.9,2.9,1025.9
33,2.4,6.9,4.6,2.9,75.2,40.4,43.3,49.4,2.0,6.7,4.4,4.4,1024.8
36,4.8,5.9,4.2,2.5,70.2,44.2,41.7,47.4,2.6,6.4,5.3,5.3,1027.0
39,11.0,8.2,4.2,2.4,43.6,44.8,48.6,48.3,3.7,4.4,5.6,5.6,1027.4
42,13.0,10.4,6.1,4.0,39.7,39.5,49.1,54.9,3.1,3.2,3.3,3.3,1025.0
